region,subregion,industry,segment,sales,quantity,discount,city
AMER,NAMER,Communications,SMB,19.98,1,0.0,Providence
AMER,NAMER,Communications,SMB,398.352,3,0.2,Providence
AMER,NAMER,Communications,SMB,5.04,3,0.0,Providence
AMER,NAMER,Communications,SMB,17.45,5,0.0,Providence
AMER,NAMER,Communications,SMB,323.136,4,0.2,Providence
AMER,NAMER,Communications,SMB,29.7,3,0.0,Providence
AMER,NAMER,Communications,SMB,1295.84,4,0.2,Providence
AMER,NAMER,Communications,SMB,46.84,2,0.0,Providence
AMER,NAMER,Communications,SMB,425.833,1,0.15,Providence
EMEA,UKIR,Finance,SMB,209.67,1,0.4,Liverpool
AMER,NAMER,Finance,SMB,159.88,7,0.0,Burlington
AMER,NAMER,Energy,Strategic,5.28,1,0.0,Toronto
AMER,NAMER,Energy,Strategic,895.92,5,0.2,Toronto
EMEA,EU-WEST,Tech,SMB,2.808,3,0.7,Munich
AMER,NAMER,Energy,Strategic,215.976,3,0.2,Sacramento
AMER,LATAM,Energy,Enterprise,241.96,2,0.0,Manaus
AMER,LATAM,Energy,Enterprise,27.72,9,0.0,Manaus
EMEA,EU-WEST,Energy,Enterprise,104.68,5,0.2,Paris
EMEA,EU-WEST,Energy,Enterprise,62.958,7,0.4,Paris
EMEA,EU-WEST,Finance,SMB,86.376,3,0.2,Paris
EMEA,EU-WEST,Tech,Enterprise,64.944,3,0.2,Paris
EMEA,EU-WEST,Tech,Enterprise,20.736,4,0.2,Paris
EMEA,EU-EAST,Communications,Strategic,33.28,4,0.0,Athens
EMEA,EU-EAST,Communications,Strategic,38.52,9,0.0,Athens
EMEA,EU-EAST,Communications,Strategic,139.86,7,0.0,Athens
EMEA,UKIR,Finance,SMB,19.65,3,0.0,London
EMEA,EU-WEST,Energy,SMB,152.991,3,0.7,Paris
EMEA,EU-WEST,Energy,SMB,10.584,7,0.2,Paris
EMEA,EU-WEST,Energy,SMB,94.92,4,0.4,Paris
APJ,JAPN,Tech,SMB,14.76,5,0.6,Saitama
APJ,JAPN,Tech,SMB,3.656,4,0.8,Saitama
EMEA,UKIR,Transportation,SMB,146.82,3,0.0,London
EMEA,UKIR,Retail,Strategic,149.544,9,0.2,Leeds
EMEA,UKIR,Retail,Strategic,17.14,2,0.0,Leeds
EMEA,UKIR,Retail,Strategic,991.764,3,0.4,Leeds
EMEA,EU-WEST,Communications,Strategic,30.48,6,0.2,Paris
EMEA,EU-WEST,Communications,Strategic,23.988,2,0.4,Paris
EMEA,EU-WEST,Communications,Strategic,16.688,7,0.2,Paris
EMEA,EU-WEST,Finance,Strategic,422.058,3,0.3,Nantes
EMEA,EU-WEST,Finance,Strategic,38.088,4,0.7,Nantes
EMEA,EU-WEST,Finance,Strategic,254.352,6,0.2,Nantes
AMER,NAMER,Energy,SMB,43.31,1,0.0,Columbus
EMEA,UKIR,Communications,SMB,84.95,5,0.0,London
APJ,JAPN,Energy,SMB,233.058,3,0.3,Sapporo
EMEA,EU-WEST,Communications,SMB,111.79,7,0.0,Warsaw
APJ,APAC,Tech,SMB,14.94,3,0.0,Seoul
EMEA,UKIR,Healthcare,Strategic,14.16,2,0.2,London
APJ,JAPN,Tech,Enterprise,22.608,3,0.6,Aichi
AMER,NAMER,Consumer Products,SMB,21.48,6,0.0,New York City
EMEA,EU-WEST,Healthcare,SMB,501.81,3,0.0,Luxembourg
EMEA,EU-WEST,Healthcare,SMB,161.94,3,0.0,Luxembourg
EMEA,EU-WEST,Tech,Enterprise,17.856,4,0.2,Stuttgart
APJ,ANZ,Manufacturing,SMB,8.808,3,0.8,Sydney
AMER,LATAM,Healthcare,SMB,79.384,1,0.2,Guadalajara
AMER,NAMER,Manufacturing,Enterprise,34.58,1,0.0,San Diego
AMER,NAMER,Finance,Enterprise,314.55,3,0.0,Fort Worth
APJ,JAPN,Healthcare,SMB,191.976,3,0.2,Kanagawa
APJ,JAPN,Healthcare,SMB,8.288,2,0.2,Kanagawa
APJ,JAPN,Healthcare,SMB,139.92,5,0.6,Kanagawa
APJ,JAPN,Healthcare,SMB,15.872,1,0.2,Kanagawa
APJ,JAPN,Healthcare,SMB,6.286,7,0.8,Kanagawa
AMER,LATAM,Consumer Products,SMB,14.016,3,0.2,Puerto Vallarta
AMER,LATAM,Consumer Products,SMB,71.976,3,0.2,Puerto Vallarta
AMER,LATAM,Consumer Products,SMB,107.982,3,0.4,Puerto Vallarta
APJ,JAPN,Energy,Strategic,305.312,2,0.3,Ibaraki
AMER,NAMER,Finance,SMB,19.752,3,0.2,Los Angeles
APJ,JAPN,Finance,Enterprise,9.264,3,0.8,Tokyo
APJ,JAPN,Finance,Strategic,61.792,4,0.2,Tokyo
EMEA,MEA,Finance,Enterprise,45.68,2,0.0,Istanbul
EMEA,MEA,Finance,Enterprise,60.12,9,0.0,Istanbul
EMEA,MEA,Finance,Enterprise,41.72,5,0.2,Istanbul
EMEA,MEA,Finance,Enterprise,71.6,8,0.0,Istanbul
EMEA,UKIR,Healthcare,SMB,85.232,7,0.2,London
EMEA,UKIR,Healthcare,SMB,44.4,3,0.0,London
EMEA,UKIR,Healthcare,SMB,442.764,4,0.1,London
EMEA,UKIR,Healthcare,SMB,3999.95,5,0.0,London
EMEA,UKIR,Healthcare,SMB,199.95,5,0.0,London
EMEA,UKIR,Healthcare,SMB,63.68,8,0.0,London
AMER,NAMER,Tech,Strategic,54.896,2,0.2,Jackson
EMEA,EU-WEST,Energy,SMB,29.0,2,0.0,Lisboa
APJ,IND,Finance,SMB,70.08,6,0.0,Mumbai
APJ,IND,Finance,SMB,121.3,2,0.0,Mumbai
APJ,IND,Finance,SMB,1454.49,9,0.0,Mumbai
AMER,NAMER,Manufacturing,SMB,60.81,3,0.0,New York City
AMER,NAMER,Communications,SMB,153.552,3,0.2,Toronto
AMER,NAMER,Communications,SMB,65.34,3,0.0,Toronto
AMER,NAMER,Communications,SMB,123.92,4,0.0,Toronto
AMER,NAMER,Communications,SMB,35.1,3,0.0,Toronto
AMER,NAMER,Communications,SMB,44.75,5,0.0,Toronto
EMEA,MEA,Retail,SMB,4.704,2,0.2,Johannesburg
EMEA,EU-WEST,Retail,SMB,14.67,3,0.0,Porto
EMEA,EU-WEST,Finance,SMB,15.552,3,0.2,Paris
EMEA,EU-WEST,Finance,SMB,5.232,1,0.2,Paris
EMEA,MEA,Tech,SMB,22.2,6,0.0,Abu Dhabi
EMEA,MEA,Tech,SMB,881.93,7,0.0,Abu Dhabi
AMER,NAMER,Finance,Enterprise,6.096,2,0.2,Toronto
AMER,NAMER,Finance,Enterprise,191.82,3,0.0,Toronto
EMEA,EU-WEST,Healthcare,SMB,20.104,1,0.2,Nice
EMEA,MEA,Manufacturing,Enterprise,67.56,3,0.2,Cape Town
APJ,ANZ,Energy,Enterprise,29.932,7,0.8,Melbourne
APJ,ANZ,Energy,Enterprise,38.272,4,0.2,Melbourne
EMEA,UKIR,Retail,Enterprise,16.52,4,0.0,London
EMEA,MEA,Tech,SMB,832.93,7,0.0,Riyadh
EMEA,MEA,Tech,SMB,43.8,10,0.0,Riyadh
AMER,LATAM,Finance,Strategic,167.292,6,0.1,Brasília
EMEA,UKIR,Manufacturing,SMB,27.42,1,0.0,London
AMER,NAMER,Healthcare,SMB,1.44,1,0.2,Chicago
AMER,NAMER,Healthcare,SMB,61.776,13,0.2,Chicago
AMER,NAMER,Healthcare,SMB,241.96,2,0.0,Chicago
AMER,NAMER,Healthcare,SMB,108.608,4,0.2,Chicago
EMEA,EU-WEST,Energy,Strategic,2.816,2,0.2,Berlin
AMER,NAMER,Finance,Strategic,9.984,4,0.2,Los Angeles
AMER,NAMER,Finance,Strategic,14.98,1,0.0,Los Angeles
AMER,NAMER,Finance,Strategic,1145.6,4,0.2,Los Angeles
AMER,LATAM,Consumer Products,SMB,485.94,2,0.4,Mexico City
AMER,LATAM,Consumer Products,SMB,37.376,8,0.2,Mexico City
AMER,LATAM,Consumer Products,SMB,70.686,1,0.3,Mexico City
EMEA,EU-WEST,Retail,Strategic,54.816,3,0.2,Paris
EMEA,EU-EAST,Finance,SMB,72.294,1,0.7,Moscow
APJ,JAPN,Tech,Strategic,2.896,2,0.2,Chiba
APJ,JAPN,Tech,Strategic,124.792,1,0.2,Chiba
EMEA,UKIR,Tech,SMB,330.588,1,0.4,London
AMER,NAMER,Energy,SMB,673.568,2,0.2,Los Angeles
AMER,NAMER,Energy,SMB,52.98,2,0.0,Los Angeles
APJ,IND,Finance,SMB,526.45,5,0.0,Delhi
APJ,ANZ,Consumer Products,SMB,228.92,5,0.2,Sydney
EMEA,EU-WEST,Finance,SMB,319.968,4,0.2,Brussels
EMEA,MEA,Tech,Strategic,205.03,7,0.0,Cairo
APJ,IND,Healthcare,SMB,190.86,2,0.0,Delhi
APJ,IND,Healthcare,SMB,24.32,8,0.0,Delhi
EMEA,MEA,Finance,Enterprise,44.4,5,0.0,Ankara
APJ,ANZ,Transportation,Enterprise,44.4,2,0.6,Sydney
AMER,NAMER,Healthcare,SMB,1016.792,1,0.2,New York City
AMER,NAMER,Healthcare,SMB,38.136,7,0.2,New York City
EMEA,EU-WEST,Healthcare,SMB,494.982,3,0.4,Paris
AMER,NAMER,Finance,Enterprise,56.56,2,0.0,Newark
AMER,NAMER,Finance,Enterprise,5.56,2,0.0,Newark
AMER,NAMER,Finance,Enterprise,9.02,2,0.0,Newark
AMER,NAMER,Finance,Enterprise,8.62,1,0.0,Newark
AMER,NAMER,Finance,Enterprise,659.976,3,0.2,Newark
AMER,NAMER,Tech,SMB,13.36,2,0.0,New York City
AMER,NAMER,Tech,SMB,41.72,5,0.2,New York City
AMER,NAMER,Tech,SMB,11.52,5,0.2,New York City
AMER,NAMER,Tech,SMB,541.44,6,0.0,New York City
AMER,NAMER,Tech,SMB,19.44,3,0.0,New York City
AMER,NAMER,Tech,Enterprise,143.7,3,0.0,Seattle
AMER,NAMER,Manufacturing,Strategic,43.26,3,0.0,Los Angeles
AMER,NAMER,Manufacturing,Strategic,43.56,2,0.0,Los Angeles
EMEA,EU-WEST,Tech,Strategic,437.85,3,0.0,Copenhagen
EMEA,EU-WEST,Tech,Strategic,109.48,2,0.0,Copenhagen
AMER,NAMER,Manufacturing,SMB,1212.96,7,0.2,Los Angeles
AMER,NAMER,Manufacturing,SMB,18.54,2,0.0,Los Angeles
AMER,NAMER,Tech,Enterprise,5.0,1,0.0,Seattle
AMER,NAMER,Tech,Enterprise,371.97,3,0.0,Seattle
EMEA,UKIR,Retail,SMB,166.24,1,0.0,London
EMEA,EU-WEST,Energy,SMB,359.97,3,0.0,Madrid
EMEA,NOR,Communications,SMB,499.98,2,0.0,Helsinki
EMEA,NOR,Communications,SMB,5.28,1,0.0,Helsinki
EMEA,NOR,Communications,SMB,8.26,2,0.0,Helsinki
EMEA,NOR,Healthcare,Enterprise,7.968,2,0.2,Gothenburg
AMER,NAMER,Manufacturing,SMB,12.96,2,0.0,Toronto
EMEA,UKIR,Communications,Strategic,6.48,1,0.0,Liverpool
EMEA,UKIR,Communications,Strategic,6.984,1,0.2,Liverpool
EMEA,EU-WEST,Tech,Strategic,47.96,5,0.2,Hamburg
AMER,NAMER,Energy,SMB,199.74,6,0.0,Toronto
AMER,NAMER,Healthcare,SMB,435.26,7,0.0,Los Angeles
AMER,NAMER,Healthcare,SMB,1119.984,2,0.2,Los Angeles
AMER,NAMER,Tech,Strategic,143.432,1,0.2,New York City
AMER,NAMER,Tech,Strategic,122.352,3,0.2,New York City
EMEA,EU-EAST,Energy,SMB,306.2,5,0.0,Odessa
EMEA,EU-EAST,Energy,SMB,85.98,1,0.0,Odessa
EMEA,EU-EAST,Energy,SMB,223.96,4,0.0,Odessa
AMER,NAMER,Tech,SMB,97.568,2,0.2,Toronto
AMER,NAMER,Tech,SMB,614.272,8,0.2,Toronto
AMER,NAMER,Tech,SMB,199.98,2,0.0,Toronto
EMEA,MEA,Finance,Strategic,48.16,7,0.0,Dhahran
APJ,IND,Finance,SMB,23.92,2,0.0,Delhi
APJ,IND,Finance,SMB,60.69,7,0.0,Delhi
EMEA,MEA,Energy,Strategic,14.352,3,0.2,Johannesburg
EMEA,EU-WEST,Finance,SMB,35.04,2,0.0,Madrid
AMER,LATAM,Retail,Strategic,17.48,5,0.2,Cancun
AMER,NAMER,Healthcare,SMB,16.4,5,0.0,New York City
AMER,NAMER,Manufacturing,Strategic,892.98,2,0.0,Toronto
EMEA,NOR,Finance,Strategic,287.97,3,0.0,Helsinki
EMEA,NOR,Finance,Strategic,595.38,6,0.0,Helsinki
EMEA,NOR,Finance,Strategic,12.96,2,0.0,Helsinki
EMEA,UKIR,Tech,Strategic,4.95,1,0.0,London
EMEA,MEA,Finance,Strategic,181.95,3,0.0,Dhahran
EMEA,UKIR,Transportation,SMB,13.52,4,0.0,London
EMEA,UKIR,Transportation,SMB,259.7,5,0.0,London
EMEA,UKIR,Transportation,SMB,42.95,1,0.0,London
EMEA,UKIR,Transportation,SMB,1399.93,7,0.0,London
EMEA,UKIR,Transportation,SMB,503.96,4,0.0,London
AMER,LATAM,Consumer Products,SMB,12.72,3,0.0,Brasília
AMER,LATAM,Consumer Products,SMB,11.52,4,0.0,Brasília
EMEA,NOR,Energy,Strategic,316.0,4,0.0,Helsinki
EMEA,NOR,Finance,Enterprise,723.92,4,0.0,Helsinki
EMEA,NOR,Finance,Enterprise,106.32,3,0.0,Helsinki
APJ,ANZ,Finance,Strategic,141.372,2,0.3,Sydney
APJ,JAPN,Manufacturing,Strategic,27.216,3,0.2,Tokyo
EMEA,UKIR,Communications,SMB,390.75,5,0.0,London
AMER,LATAM,Consumer Products,Enterprise,280.792,1,0.2,Santiago
AMER,LATAM,Consumer Products,Enterprise,68.448,4,0.2,Santiago
AMER,LATAM,Consumer Products,Enterprise,88.04,5,0.2,Santiago
AMER,LATAM,Consumer Products,Enterprise,15.872,1,0.2,Santiago
AMER,LATAM,Consumer Products,Enterprise,215.592,3,0.2,Santiago
EMEA,EU-WEST,Energy,Strategic,14.62,2,0.0,Zagreb
EMEA,EU-WEST,Energy,Strategic,416.32,2,0.0,Zagreb
EMEA,EU-WEST,Energy,Strategic,43.0,5,0.0,Zagreb
EMEA,EU-WEST,Energy,Strategic,182.94,3,0.0,Zagreb
EMEA,EU-WEST,Energy,Strategic,60.83,7,0.0,Zagreb
EMEA,EU-WEST,Energy,Strategic,389.97,3,0.0,Zagreb
EMEA,EU-WEST,Communications,SMB,194.32,4,0.0,Murcia
AMER,NAMER,Energy,Strategic,265.93,7,0.0,Toronto
EMEA,UKIR,Finance,Strategic,94.74,3,0.0,Dublin
EMEA,UKIR,Finance,Strategic,60.64,4,0.0,Dublin
EMEA,UKIR,Finance,Strategic,76.3,5,0.0,Dublin
EMEA,UKIR,Finance,Strategic,364.8,12,0.0,Dublin
EMEA,UKIR,Finance,Strategic,79.872,3,0.2,London
EMEA,UKIR,Finance,Strategic,46.384,1,0.2,London
EMEA,UKIR,Finance,Strategic,12.96,2,0.0,London
EMEA,EU-EAST,Tech,Enterprise,14.352,3,0.2,Nizhny Novogorod
EMEA,EU-WEST,Finance,Strategic,547.136,4,0.2,Paris
AMER,NAMER,Tech,Strategic,41.96,2,0.0,New York City
AMER,NAMER,Tech,Strategic,41.7,5,0.0,New York City
APJ,IND,Finance,SMB,277.4,5,0.0,Mumbai
APJ,IND,Finance,SMB,5.78,1,0.0,Mumbai
EMEA,MEA,Communications,SMB,69.216,6,0.2,Johannesburg
EMEA,MEA,Communications,SMB,10.86,3,0.0,Riyadh
EMEA,MEA,Communications,SMB,426.79,7,0.0,Riyadh
EMEA,UKIR,Energy,SMB,25.92,4,0.0,London
EMEA,UKIR,Energy,SMB,45.92,4,0.0,London
AMER,LATAM,Tech,SMB,10.72,2,0.2,Mexico City
EMEA,NOR,Communications,SMB,41.86,7,0.0,Tampere
APJ,APAC,Finance,Enterprise,63.2,5,0.0,Seoul
APJ,APAC,Finance,Enterprise,113.97,3,0.0,Seoul
APJ,ANZ,Tech,SMB,123.552,3,0.2,Sydney
EMEA,EU,Tech,Enterprise,490.32,9,0.0,Milan
APJ,JAPN,Tech,SMB,70.08,5,0.2,Osaka
APJ,JAPN,Tech,SMB,1.272,2,0.8,Osaka
APJ,JAPN,Tech,SMB,557.585,5,0.3,Osaka
AMER,NAMER,Retail,Strategic,9.024,6,0.2,New York City
AMER,NAMER,Retail,Strategic,69.456,2,0.2,New York City
AMER,NAMER,Retail,Strategic,10.86,2,0.0,New York City
AMER,NAMER,Retail,Strategic,79.47,3,0.0,New York City
AMER,NAMER,Retail,Strategic,10.08,6,0.0,New York City
AMER,NAMER,Energy,Strategic,1552.831,7,0.15,Los Angeles
AMER,NAMER,Energy,Strategic,137.24,5,0.2,Los Angeles
AMER,NAMER,Energy,Strategic,36.51,1,0.0,Los Angeles
AMER,NAMER,Energy,Strategic,239.976,3,0.2,Los Angeles
EMEA,UKIR,Finance,Strategic,1579.746,7,0.4,London
EMEA,UKIR,Finance,Strategic,1071.576,4,0.4,London
EMEA,UKIR,Finance,Strategic,613.908,3,0.4,London
EMEA,UKIR,Finance,Strategic,34.86,7,0.0,London
EMEA,UKIR,Finance,Strategic,155.04,4,0.0,London
AMER,LATAM,Finance,SMB,13.71,5,0.7,Mexico City
EMEA,EU-WEST,Manufacturing,Enterprise,127.88,2,0.0,Madrid
EMEA,EU-WEST,Manufacturing,Enterprise,160.32,2,0.0,Madrid
EMEA,EU-WEST,Manufacturing,Enterprise,46.0,4,0.0,Madrid
AMER,NAMER,Finance,SMB,120.712,1,0.2,Houston
APJ,APAC,Energy,SMB,23.12,4,0.0,Shenzhen
AMER,LATAM,Healthcare,Strategic,532.704,6,0.2,Puerto Vallarta
AMER,LATAM,Healthcare,Strategic,4.912,2,0.2,Puerto Vallarta
EMEA,NOR,Communications,Strategic,252.0,4,0.0,Hordaland
APJ,ANZ,Energy,Strategic,60.288,8,0.6,Melbourne
APJ,ANZ,Energy,Strategic,2.632,1,0.2,Melbourne
APJ,ANZ,Energy,Strategic,23.688,9,0.2,Melbourne
APJ,ANZ,Energy,Strategic,253.372,2,0.3,Melbourne
EMEA,NOR,Healthcare,SMB,5.67,3,0.0,Tampere
AMER,LATAM,Manufacturing,SMB,76.776,4,0.7,Mexico City
AMER,LATAM,Manufacturing,SMB,9.184,2,0.2,Mexico City
AMER,NAMER,Communications,Enterprise,32.75,5,0.0,Nashville
AMER,LATAM,Finance,Enterprise,7.216,2,0.2,Mexico City
AMER,LATAM,Finance,Enterprise,49.568,2,0.2,Mexico City
AMER,LATAM,Finance,Enterprise,54.712,7,0.2,Mexico City
AMER,NAMER,Tech,SMB,176.04,4,0.0,Philadelphia
AMER,NAMER,Tech,SMB,16.02,9,0.0,Philadelphia
AMER,NAMER,Tech,SMB,185.92,4,0.2,Philadelphia
AMER,NAMER,Tech,SMB,211.168,4,0.2,Philadelphia
AMER,NAMER,Tech,SMB,479.984,2,0.2,Philadelphia
AMER,NAMER,Consumer Products,SMB,7.86,2,0.0,Seattle
AMER,NAMER,Consumer Products,SMB,24.448,2,0.2,Seattle
EMEA,UKIR,Transportation,SMB,6.48,1,0.0,London
EMEA,UKIR,Transportation,SMB,41.86,7,0.0,London
EMEA,UKIR,Transportation,SMB,1619.91,9,0.0,London
EMEA,UKIR,Transportation,SMB,113.92,4,0.0,London
APJ,APAC,Finance,SMB,39.68,2,0.0,Seoul
EMEA,UKIR,Energy,Strategic,37.6,2,0.0,London
EMEA,UKIR,Energy,Strategic,59.9,2,0.0,London
EMEA,UKIR,Energy,Strategic,37.0,5,0.0,London
AMER,NAMER,Finance,SMB,5.76,2,0.0,Los Angeles
AMER,NAMER,Finance,SMB,16.68,6,0.0,Los Angeles
AMER,LATAM,Tech,Strategic,628.81,7,0.0,Bogotá
AMER,LATAM,Tech,Strategic,56.45,5,0.0,Bogotá
EMEA,EU-WEST,Finance,SMB,94.2,6,0.0,Warsaw
EMEA,EU-WEST,Finance,SMB,28.4,5,0.0,Warsaw
APJ,JAPN,Finance,Strategic,956.6648,7,0.32,Kanagawa
AMER,NAMER,Finance,SMB,1115.91,9,0.0,New York City
AMER,NAMER,Finance,SMB,128.744,7,0.2,New York City
AMER,NAMER,Finance,SMB,79.92,10,0.2,New York City
AMER,NAMER,Consumer Products,SMB,24.2,5,0.0,Los Angeles
AMER,NAMER,Consumer Products,SMB,359.976,3,0.2,Los Angeles
AMER,NAMER,Healthcare,Enterprise,211.84,8,0.0,Los Angeles
EMEA,EU-WEST,Manufacturing,Enterprise,5.68,2,0.2,Paris
AMER,NAMER,Healthcare,Strategic,7.52,5,0.2,New York City
AMER,NAMER,Healthcare,SMB,11.96,2,0.0,New York City
AMER,NAMER,Healthcare,SMB,629.064,3,0.2,New York City
EMEA,EU,Transportation,SMB,754.45,5,0.0,Milan
APJ,APAC,Manufacturing,Enterprise,301.96,2,0.0,Incheon
APJ,ANZ,Consumer Products,Strategic,595.0,5,0.0,Auckland
APJ,ANZ,Consumer Products,Strategic,79.872,3,0.2,Auckland
EMEA,EU-EAST,Energy,Strategic,2396.4,10,0.2,Jerusalem
AMER,NAMER,Communications,Strategic,63.56,2,0.0,Austin
AMER,NAMER,Communications,Strategic,99.99,1,0.0,Austin
APJ,ANZ,Healthcare,Enterprise,230.376,3,0.2,Hobart
APJ,ANZ,Healthcare,Enterprise,9.664,2,0.2,Hobart
AMER,LATAM,Communications,SMB,158.928,7,0.2,Puerto Vallarta
AMER,LATAM,Communications,SMB,13.023,1,0.7,Puerto Vallarta
AMER,LATAM,Communications,SMB,273.06,2,0.4,Puerto Vallarta
AMER,LATAM,Communications,SMB,39.312,13,0.2,Tijuana
APJ,JAPN,Finance,Strategic,1.344,4,0.8,Hyogo
APJ,JAPN,Finance,Strategic,8.272,4,0.8,Hyogo
APJ,JAPN,Finance,Strategic,12.544,7,0.6,Hyogo
AMER,NAMER,Retail,Enterprise,58.48,8,0.0,Los Angeles
AMER,NAMER,Finance,Strategic,7.4,2,0.0,Toronto
EMEA,UKIR,Finance,SMB,366.786,7,0.1,London
APJ,JAPN,Finance,SMB,54.368,4,0.2,Tokyo
EMEA,EU-WEST,Energy,Strategic,33.96,2,0.0,Madrid
EMEA,EU-WEST,Energy,Strategic,826.11,3,0.0,Madrid
APJ,ANZ,Consumer Products,SMB,545.85,9,0.0,Auckland
EMEA,EU-EAST,Manufacturing,SMB,145.98,2,0.5,Moscow
EMEA,EU-EAST,Manufacturing,SMB,35.808,4,0.2,Moscow
EMEA,EU-WEST,Energy,SMB,7.904,2,0.2,Cologne
AMER,LATAM,Energy,SMB,345.0,5,0.0,Rosario
AMER,LATAM,Energy,SMB,174.286,2,0.3,Rosario
AMER,LATAM,Energy,SMB,662.84,4,0.0,Rosario
AMER,LATAM,Energy,SMB,95.1,5,0.0,Rosario
AMER,LATAM,Energy,SMB,26.88,6,0.0,Rosario
AMER,LATAM,Energy,SMB,257.98,2,0.0,Rosario
AMER,NAMER,Consumer Products,SMB,17.48,2,0.0,New York City
EMEA,EU-WEST,Healthcare,SMB,492.835,5,0.3,Paris
AMER,LATAM,Energy,SMB,269.49,3,0.0,Medellín
AMER,NAMER,Energy,Enterprise,29.12,5,0.2,Chicago
EMEA,UKIR,Finance,SMB,18.75,5,0.0,London
EMEA,UKIR,Finance,SMB,119.7,6,0.0,London
EMEA,UKIR,Finance,SMB,9.144,3,0.2,London
EMEA,UKIR,Finance,SMB,57.06,3,0.0,London
EMEA,UKIR,Finance,SMB,71.6,8,0.0,London
EMEA,UKIR,Finance,SMB,107.44,8,0.0,London
EMEA,UKIR,Finance,SMB,7.31,1,0.0,London
EMEA,UKIR,Finance,SMB,59.1,6,0.0,London
EMEA,UKIR,Finance,SMB,46.53,3,0.0,London
AMER,LATAM,Retail,SMB,97.84,2,0.0,Rosario
AMER,NAMER,Tech,SMB,29.97,3,0.0,Toronto
AMER,NAMER,Tech,SMB,98.352,3,0.2,Toronto
EMEA,UKIR,Retail,SMB,83.92,5,0.2,London
EMEA,UKIR,Retail,SMB,14.624,2,0.2,London
EMEA,UKIR,Retail,SMB,136.99,1,0.0,London
EMEA,UKIR,Retail,SMB,3.15,1,0.0,London
EMEA,EU-WEST,Retail,SMB,9.11,1,0.0,Granada
EMEA,EU-WEST,Retail,SMB,571.44,4,0.0,Granada
EMEA,EU-WEST,Retail,SMB,32.4,5,0.0,Granada
EMEA,EU-WEST,Retail,SMB,16.91,1,0.0,Granada
EMEA,NOR,Consumer Products,SMB,14.272,8,0.2,Gothenburg
EMEA,NOR,Consumer Products,SMB,451.136,4,0.2,Gothenburg
EMEA,NOR,Consumer Products,SMB,64.864,4,0.2,Gothenburg
AMER,NAMER,Tech,SMB,217.584,2,0.2,New York City
AMER,NAMER,Tech,SMB,82.95,5,0.0,New York City
AMER,NAMER,Tech,SMB,87.71,7,0.0,New York City
AMER,NAMER,Tech,SMB,1101.48,4,0.0,New York City
AMER,NAMER,Tech,Strategic,1322.352,3,0.2,New York City
EMEA,UKIR,Communications,SMB,5.46,3,0.0,London
APJ,JAPN,Tech,SMB,11.184,1,0.2,Aichi
APJ,JAPN,Tech,SMB,153.584,2,0.2,Aichi
AMER,NAMER,Manufacturing,SMB,1003.62,6,0.0,Toronto
AMER,NAMER,Tech,Enterprise,35.168,4,0.2,Toronto
AMER,NAMER,Tech,Enterprise,1137.75,5,0.0,Toronto
AMER,NAMER,Tech,Enterprise,99.68,5,0.2,Toronto
AMER,NAMER,Tech,Enterprise,5.56,2,0.0,Toronto
APJ,APAC,Retail,Strategic,85.52,2,0.0,Manila
APJ,APAC,Retail,Strategic,9.84,3,0.0,Manila
APJ,APAC,Retail,Strategic,20.04,3,0.0,Manila
EMEA,UKIR,Healthcare,SMB,631.96,4,0.0,London
EMEA,UKIR,Healthcare,SMB,23.92,4,0.0,London
AMER,NAMER,Energy,SMB,90.24,6,0.0,New York City
EMEA,UKIR,Energy,SMB,4548.81,7,0.0,Glasgow
APJ,JAPN,Manufacturing,SMB,300.93,5,0.3,Tokyo
APJ,JAPN,Manufacturing,SMB,719.96,5,0.2,Tokyo
APJ,IND,Misc,SMB,647.84,8,0.0,Bangalore
AMER,NAMER,Tech,Enterprise,64.17,3,0.0,Seattle
AMER,NAMER,Tech,Enterprise,124.46,2,0.0,Seattle
AMER,NAMER,Consumer Products,Strategic,9.584,1,0.2,Los Angeles
EMEA,EU-WEST,Communications,SMB,37.608,3,0.2,Hamburg
APJ,ANZ,Retail,Strategic,12.224,2,0.2,Brisbane
APJ,ANZ,Retail,Strategic,2.304,4,0.8,Brisbane
APJ,ANZ,Retail,Strategic,9.36,4,0.8,Brisbane
AMER,NAMER,Healthcare,SMB,7.38,2,0.0,Los Angeles
AMER,NAMER,Retail,SMB,53.72,4,0.0,Los Angeles
AMER,NAMER,Retail,SMB,8187.65,5,0.0,Los Angeles
AMER,NAMER,Retail,SMB,77.92,8,0.0,Los Angeles
APJ,JAPN,Communications,SMB,32.784,4,0.8,Tokyo
AMER,NAMER,Energy,Strategic,196.776,3,0.2,New York City
AMER,NAMER,Energy,Strategic,479.94,6,0.0,New York City
APJ,APAC,Energy,Enterprise,1117.92,4,0.0,Singapore
EMEA,EU-EAST,Communications,SMB,106.5,6,0.0,Prague
EMEA,EU-WEST,Manufacturing,Enterprise,45.66,5,0.7,Cologne
APJ,ANZ,Finance,Strategic,95.968,4,0.2,Sydney
APJ,ANZ,Finance,Strategic,47.992,2,0.3,Sydney
AMER,LATAM,Finance,SMB,264.32,2,0.2,Guadalajara
APJ,JAPN,Manufacturing,SMB,604.656,9,0.2,Tokyo
AMER,LATAM,Finance,Strategic,129.93,3,0.0,Córdoba
APJ,APAC,Retail,Enterprise,20.16,7,0.0,Singapore
